,Open,High,Low,Close,Volume
2018-10-30,4300.0,4300.0,4300.0,4300.0,377900.0
2018-10-31,4020.0,5000.0,4000.0,5000.0,1954600.0
2018-11-01,5100.0,5250.0,4000.0,4060.0,1563300.0
2018-11-02,4410.0,4505.0,4060.0,4210.0,736500.0
2018-11-05,4030.0,4350.0,3710.0,3775.0,279200.0
2018-11-06,3830.0,3970.0,3435.0,3550.0,295700.0
2018-11-07,3580.0,3775.0,3435.0,3570.0,171100.0
2018-11-08,3775.0,4130.0,3630.0,4005.0,325000.0
2018-11-09,3880.0,4015.0,3845.0,3845.0,129600.0
2018-11-12,3880.0,4155.0,3845.0,3945.0,109300.0
2018-11-13,3800.0,4220.0,3760.0,4085.0,174400.0
2018-11-14,4050.0,4265.0,3660.0,3695.0,202400.0
2018-11-15,3675.0,3780.0,3325.0,3390.0,177100.0
2018-11-16,3455.0,3630.0,3420.0,3460.0,99500.0
2018-11-19,3530.0,3530.0,3320.0,3405.0,48500.0
2018-11-20,3285.0,3310.0,3125.0,3155.0,62000.0
2018-11-21,2996.0,3050.0,2871.0,2907.0,169200.0
2018-11-22,2913.0,3050.0,2913.0,2977.0,68200.0
2018-11-26,2990.0,3480.0,2990.0,3480.0,266300.0
2018-11-27,3600.0,4175.0,3580.0,3900.0,1098600.0
2018-11-28,4110.0,4390.0,4000.0,4390.0,516600.0
2018-11-29,4420.0,4475.0,4105.0,4200.0,246800.0
2018-11-30,4340.0,4440.0,3765.0,3770.0,274300.0
2018-12-03,3880.0,4055.0,3845.0,3965.0,122300.0
2018-12-04,4025.0,4140.0,3860.0,3940.0,120700.0
2018-12-05,3800.0,3900.0,3715.0,3810.0,170600.0
2018-12-06,3855.0,4110.0,3740.0,3790.0,145000.0
2018-12-07,3915.0,4120.0,3865.0,3965.0,177700.0
2018-12-10,3910.0,4065.0,3880.0,4005.0,92500.0
2018-12-11,4100.0,4240.0,3505.0,3505.0,204900.0
2018-12-12,3645.0,3655.0,3210.0,3410.0,155100.0
2018-12-13,3540.0,3670.0,3255.0,3300.0,133500.0
2018-12-14,3260.0,3360.0,3140.0,3175.0,60600.0
2018-12-17,3245.0,3450.0,3150.0,3225.0,89100.0
2018-12-18,3170.0,3180.0,2950.0,3005.0,93700.0
2018-12-19,3050.0,3300.0,2954.0,3210.0,205000.0
2018-12-20,3210.0,3360.0,2932.0,2985.0,164900.0
2018-12-21,3035.0,3090.0,2700.0,2825.0,219100.0
2018-12-25,2544.0,2628.0,2411.0,2435.0,156800.0
2018-12-26,2611.0,2656.0,2290.0,2499.0,122000.0
2018-12-27,2707.0,2733.0,2501.0,2501.0,79700.0
2018-12-28,2434.0,2495.0,2293.0,2330.0,58300.0
2019-01-04,2200.0,2270.0,2159.0,2231.0,43800.0
2019-01-07,2281.0,2430.0,2275.0,2361.0,79200.0
2019-01-08,2487.0,2861.0,2466.0,2861.0,179900.0
2019-01-09,2841.0,3100.0,2800.0,2970.0,289600.0
2019-01-10,2950.0,2960.0,2666.0,2690.0,149900.0
2019-01-11,2805.0,2810.0,2655.0,2692.0,59000.0
2019-01-15,2701.0,2780.0,2646.0,2719.0,35000.0
2019-01-16,2738.0,2748.0,2658.0,2660.0,27500.0
2019-01-17,2700.0,3055.0,2655.0,2930.0,90300.0
2019-01-18,2930.0,3150.0,2825.0,2973.0,103200.0
2019-01-21,2973.0,3200.0,2880.0,2880.0,148200.0
2019-01-22,2850.0,2944.0,2760.0,2836.0,57100.0
2019-01-23,2815.0,3180.0,2811.0,3145.0,115100.0
2019-01-24,3250.0,3340.0,3155.0,3195.0,171700.0
2019-01-25,3210.0,3465.0,3205.0,3320.0,163000.0
2019-01-28,3375.0,3530.0,3255.0,3255.0,91000.0
2019-01-29,3185.0,3365.0,3160.0,3365.0,59500.0
2019-01-30,3300.0,3345.0,3010.0,3020.0,56700.0
2019-01-31,3060.0,3200.0,3060.0,3120.0,38000.0
2019-02-01,3125.0,3135.0,3005.0,3020.0,25300.0
2019-02-04,3060.0,3175.0,3060.0,3080.0,15400.0
2019-02-05,3150.0,3150.0,3025.0,3030.0,20500.0
2019-02-06,3075.0,3080.0,2946.0,2965.0,24100.0
2019-02-07,2990.0,3000.0,2936.0,2972.0,23800.0
2019-02-08,2960.0,2960.0,2727.0,2750.0,41000.0
2019-02-12,2704.0,2890.0,2627.0,2717.0,48800.0
2019-02-13,2817.0,2817.0,2719.0,2734.0,17300.0
2019-02-14,2784.0,2784.0,2710.0,2735.0,11600.0
2019-02-15,2686.0,2686.0,2601.0,2628.0,21300.0
2019-02-18,2651.0,2710.0,2556.0,2690.0,21700.0
2019-02-19,2740.0,2869.0,2661.0,2862.0,31900.0
2019-02-20,2902.0,3005.0,2851.0,2887.0,35600.0
2019-02-21,2940.0,3020.0,2856.0,3010.0,27800.0
2019-02-22,3090.0,3140.0,2975.0,3015.0,43400.0
2019-02-25,3055.0,3095.0,2920.0,2954.0,33500.0
2019-02-26,2941.0,3160.0,2921.0,3090.0,63800.0
2019-02-27,3105.0,3285.0,3105.0,3235.0,76400.0
2019-02-28,3145.0,3195.0,3065.0,3115.0,35500.0
2019-03-01,3185.0,3220.0,3120.0,3170.0,24500.0
2019-03-04,3160.0,3180.0,3010.0,3060.0,38800.0
2019-03-05,3040.0,3080.0,3015.0,3025.0,21900.0
2019-03-06,3065.0,3065.0,2940.0,2951.0,28100.0
2019-03-07,2930.0,2950.0,2856.0,2897.0,19000.0
2019-03-08,2832.0,2889.0,2794.0,2797.0,28700.0
2019-03-11,2797.0,2949.0,2735.0,2909.0,17100.0
2019-03-12,2964.0,3040.0,2931.0,2958.0,24500.0
2019-03-13,2999.0,3000.0,2941.0,2945.0,14200.0
2019-03-14,2995.0,3045.0,2941.0,2995.0,22200.0
2019-03-15,2720.0,2843.0,2678.0,2680.0,102500.0
2019-03-18,2717.0,2717.0,2554.0,2562.0,41900.0
2019-03-19,2529.0,2561.0,2396.0,2406.0,53500.0
2019-03-20,2408.0,2425.0,2360.0,2366.0,28700.0
2019-03-22,2406.0,2424.0,2354.0,2421.0,32300.0
2019-03-25,2351.0,2379.0,2316.0,2379.0,25600.0
2019-03-26,2379.0,2400.0,2301.0,2321.0,39100.0
2019-03-27,2351.0,2380.0,2330.0,2364.0,18800.0
2019-03-28,2371.0,2425.0,2255.0,2295.0,39700.0
2019-03-29,2267.0,2304.0,2204.0,2242.0,55600.0
2019-04-01,2262.0,2288.0,2211.0,2236.0,30600.0
2019-04-02,2236.0,2261.0,2120.0,2127.0,56600.0
2019-04-03,2144.0,2315.0,2021.0,2284.0,72700.0
2019-04-04,2345.0,2450.0,2224.0,2291.0,100100.0
2019-04-05,2360.0,2518.0,2309.0,2475.0,70700.0
2019-04-08,2461.0,2588.0,2459.0,2570.0,47100.0
2019-04-09,2605.0,2714.0,2605.0,2694.0,76300.0
2019-04-10,2690.0,2830.0,2690.0,2791.0,92100.0
2019-04-11,2770.0,2980.0,2721.0,2912.0,95200.0
2019-04-12,2930.0,3060.0,2710.0,2925.0,114500.0
2019-04-15,2937.0,2974.0,2736.0,2896.0,59400.0
2019-04-16,2899.0,3145.0,2899.0,3095.0,77300.0
2019-04-17,3150.0,3295.0,3030.0,3105.0,72500.0
2019-04-18,3140.0,3140.0,2838.0,2853.0,49300.0
2019-04-19,2890.0,2939.0,2810.0,2884.0,34900.0
2019-04-22,2898.0,2973.0,2820.0,2835.0,16500.0
2019-04-23,2868.0,3170.0,2860.0,2936.0,63400.0
2019-04-24,2980.0,3025.0,2851.0,2873.0,24100.0
2019-04-25,2872.0,2935.0,2835.0,2886.0,15500.0
2019-04-26,2856.0,2865.0,2783.0,2791.0,21200.0
2019-05-07,2791.0,2860.0,2760.0,2852.0,10700.0
2019-05-08,2801.0,2836.0,2771.0,2781.0,10700.0
2019-05-09,2784.0,2850.0,2765.0,2800.0,15400.0
2019-05-10,2774.0,2788.0,2740.0,2759.0,10700.0
2019-05-13,2840.0,3100.0,2812.0,3025.0,55200.0
2019-05-14,2973.0,3100.0,2950.0,3100.0,47000.0
2019-05-15,3100.0,3100.0,2920.0,2978.0,29300.0
2019-05-16,2978.0,2978.0,2928.0,2938.0,7900.0
2019-05-17,2968.0,3030.0,2893.0,2925.0,15400.0
2019-05-20,2947.0,3005.0,2920.0,2940.0,9900.0
2019-05-21,2940.0,2985.0,2788.0,2803.0,19900.0
2019-05-22,2816.0,2894.0,2765.0,2786.0,15000.0
2019-05-23,2780.0,2839.0,2765.0,2800.0,10900.0
2019-05-24,2800.0,3090.0,2799.0,3080.0,44300.0
2019-05-27,3120.0,3150.0,2964.0,3060.0,33500.0
2019-05-28,3025.0,3370.0,3010.0,3260.0,90600.0
2019-05-29,3240.0,3450.0,3225.0,3435.0,81000.0
2019-05-30,3415.0,3430.0,3215.0,3345.0,43400.0
2019-05-31,3320.0,3320.0,3105.0,3120.0,38900.0
2019-06-03,2986.0,3045.0,2829.0,2898.0,47700.0
2019-06-04,2898.0,2934.0,2850.0,2900.0,20200.0
2019-06-05,3020.0,3030.0,2944.0,3000.0,16500.0
2019-06-06,3000.0,3050.0,2925.0,2937.0,22200.0
2019-06-07,2952.0,2993.0,2870.0,2975.0,21800.0
2019-06-10,2999.0,3095.0,2933.0,2947.0,31900.0
2019-06-11,2900.0,3020.0,2879.0,3005.0,23100.0
2019-06-12,2980.0,2980.0,2855.0,2876.0,64200.0
2019-06-13,2426.0,2562.0,2412.0,2535.0,165900.0
2019-06-14,2485.0,2525.0,2450.0,2468.0,24300.0
2019-06-17,2483.0,2575.0,2415.0,2426.0,21300.0
2019-06-18,2436.0,2457.0,2223.0,2302.0,35400.0
2019-06-19,2352.0,2352.0,2209.0,2230.0,24300.0
2019-06-20,2218.0,2228.0,2141.0,2195.0,34900.0
2019-06-21,2219.0,2288.0,2200.0,2214.0,44500.0
2019-06-24,2340.0,2340.0,2230.0,2246.0,41300.0
2019-06-25,2296.0,2356.0,2266.0,2330.0,39300.0
2019-06-26,2350.0,2654.0,2350.0,2576.0,136200.0
2019-06-27,2550.0,2597.0,2472.0,2575.0,44500.0
2019-06-28,2569.0,2628.0,2490.0,2543.0,35100.0
2019-07-01,2531.0,2589.0,2531.0,2544.0,25400.0
2019-07-02,2529.0,2543.0,2460.0,2521.0,43700.0
2019-07-03,2496.0,2569.0,2480.0,2542.0,21500.0
2019-07-04,2528.0,2583.0,2521.0,2537.0,18600.0
2019-07-05,2538.0,2557.0,2514.0,2530.0,10600.0
2019-07-08,2537.0,2555.0,2489.0,2508.0,21500.0
2019-07-09,2507.0,2513.0,2473.0,2495.0,8600.0
2019-07-10,2495.0,2548.0,2471.0,2543.0,13700.0
2019-07-11,2542.0,2680.0,2539.0,2592.0,24400.0
2019-07-12,2578.0,2589.0,2555.0,2563.0,10700.0
2019-07-16,2555.0,2555.0,2504.0,2532.0,10800.0
2019-07-17,2500.0,2550.0,2470.0,2483.0,10700.0
2019-07-18,2480.0,2480.0,2303.0,2366.0,21200.0
2019-07-19,2351.0,2362.0,2305.0,2310.0,17000.0
2019-07-22,2310.0,2419.0,2305.0,2398.0,6500.0
2019-07-23,2420.0,2485.0,2399.0,2456.0,10700.0
2019-07-24,2457.0,2488.0,2454.0,2479.0,9300.0
2019-07-25,2462.0,2491.0,2401.0,2456.0,9000.0
2019-07-26,2406.0,2497.0,2406.0,2446.0,11300.0
2019-07-29,2450.0,2510.0,2425.0,2454.0,8300.0
2019-07-30,2450.0,2485.0,2413.0,2474.0,5000.0
2019-07-31,2330.0,2620.0,2179.0,2543.0,56800.0
2019-08-01,2493.0,2600.0,2493.0,2515.0,6500.0
2019-08-02,2455.0,2536.0,2403.0,2426.0,7800.0
2019-08-05,2426.0,2426.0,2350.0,2365.0,5100.0
2019-08-06,2280.0,2340.0,2241.0,2315.0,9900.0
2019-08-07,2306.0,2342.0,2250.0,2333.0,6700.0
2019-08-08,2342.0,2397.0,2307.0,2368.0,2500.0
2019-08-09,2385.0,2385.0,2310.0,2312.0,3300.0
2019-08-13,2312.0,2312.0,2248.0,2263.0,5700.0
2019-08-14,2263.0,2291.0,2261.0,2272.0,2100.0
2019-08-15,2151.0,2275.0,2151.0,2224.0,8500.0
2019-08-16,2180.0,2250.0,2180.0,2199.0,3600.0
2019-08-19,2199.0,2218.0,2190.0,2214.0,2000.0
2019-08-20,2204.0,2339.0,2201.0,2321.0,5700.0
2019-08-21,2309.0,2383.0,2309.0,2376.0,4900.0
2019-08-22,2378.0,2427.0,2370.0,2412.0,5200.0
2019-08-23,2412.0,2412.0,2296.0,2321.0,5400.0
2019-08-26,2202.0,2249.0,2202.0,2224.0,7200.0
2019-08-27,2222.0,2224.0,2173.0,2180.0,4100.0
2019-08-28,2180.0,2200.0,2123.0,2143.0,4400.0
2019-08-29,2143.0,2143.0,1987.0,1990.0,15200.0
2019-08-30,2001.0,2020.0,1930.0,1952.0,12500.0
2019-09-02,1950.0,1950.0,1824.0,1834.0,36500.0
2019-09-03,1833.0,1875.0,1787.0,1824.0,35100.0
2019-09-04,1800.0,1800.0,1725.0,1743.0,16700.0
2019-09-05,1753.0,1828.0,1744.0,1757.0,15400.0
2019-09-06,1810.0,1850.0,1782.0,1797.0,14600.0
2019-09-09,1798.0,1850.0,1770.0,1771.0,6300.0
2019-09-10,1787.0,1805.0,1748.0,1751.0,7200.0
2019-09-11,1740.0,1796.0,1725.0,1776.0,9000.0
2019-09-12,1778.0,1827.0,1777.0,1827.0,17500.0
2019-09-13,1835.0,1850.0,1759.0,1764.0,23000.0
2019-09-17,1742.0,1747.0,1659.0,1674.0,22500.0
2019-09-18,1683.0,1684.0,1630.0,1635.0,10700.0
2019-09-19,1624.0,1661.0,1571.0,1597.0,21500.0
2019-09-20,1597.0,1605.0,1572.0,1583.0,23900.0
2019-09-24,1593.0,1619.0,1573.0,1577.0,17900.0
2019-09-25,1584.0,1672.0,1584.0,1616.0,30300.0
2019-09-26,1656.0,1750.0,1644.0,1716.0,23800.0
2019-09-27,1681.0,1711.0,1630.0,1655.0,20200.0
2019-09-30,1655.0,1682.0,1574.0,1580.0,16800.0
2019-10-01,1573.0,1620.0,1555.0,1619.0,9600.0
2019-10-02,1580.0,1614.0,1562.0,1568.0,11700.0
2019-10-03,1567.0,1567.0,1525.0,1533.0,14100.0
2019-10-04,1550.0,1600.0,1550.0,1576.0,7900.0
2019-10-07,1599.0,1636.0,1566.0,1627.0,12300.0
2019-10-08,1634.0,1634.0,1612.0,1612.0,3900.0
2019-10-09,1600.0,1649.0,1599.0,1648.0,5200.0
2019-10-10,1640.0,1724.0,1630.0,1655.0,14000.0
2019-10-11,1695.0,1715.0,1612.0,1612.0,7800.0
2019-10-15,1612.0,1640.0,1612.0,1626.0,4300.0
2019-10-16,1700.0,1818.0,1663.0,1818.0,34100.0
2019-10-17,1858.0,1866.0,1718.0,1718.0,39100.0
2019-10-18,1721.0,1816.0,1721.0,1765.0,16700.0
2019-10-21,1775.0,1803.0,1751.0,1778.0,12200.0
2019-10-23,1745.0,1752.0,1710.0,1712.0,14600.0
2019-10-24,1720.0,1757.0,1718.0,1757.0,7800.0
2019-10-25,1741.0,1758.0,1718.0,1758.0,5100.0
2019-10-28,1781.0,1798.0,1757.0,1780.0,7800.0
2019-10-29,1781.0,1830.0,1765.0,1815.0,12900.0
2019-10-30,1855.0,1855.0,1761.0,1781.0,8900.0
2019-10-31,1845.0,1958.0,1803.0,1958.0,38700.0
2019-11-01,1986.0,2358.0,1980.0,2200.0,172600.0
2019-11-05,2150.0,2484.0,2080.0,2411.0,184500.0
2019-11-06,2363.0,2483.0,2301.0,2328.0,143800.0
2019-11-07,2292.0,2292.0,2179.0,2275.0,42800.0
2019-11-08,2241.0,2306.0,2091.0,2155.0,37300.0
2019-11-11,2190.0,2241.0,2185.0,2201.0,20200.0
2019-11-12,2241.0,2241.0,2122.0,2152.0,11900.0
2019-11-13,2160.0,2175.0,2083.0,2115.0,13700.0
2019-11-14,2082.0,2204.0,2079.0,2109.0,18200.0
2019-11-15,2111.0,2190.0,2075.0,2178.0,21200.0
2019-11-18,2228.0,2228.0,2170.0,2184.0,6200.0
2019-11-19,2200.0,2202.0,2178.0,2178.0,6300.0
2019-11-20,2194.0,2195.0,2100.0,2122.0,10300.0
2019-11-21,2107.0,2322.0,2094.0,2272.0,31700.0
2019-11-22,2310.0,2450.0,2273.0,2410.0,84900.0
2019-11-25,2399.0,2399.0,2304.0,2304.0,14800.0
2019-11-26,2319.0,2319.0,2250.0,2304.0,11600.0
2019-11-27,2304.0,2348.0,2283.0,2283.0,19000.0
2019-11-28,2328.0,2328.0,2160.0,2192.0,20200.0
2019-11-29,2149.0,2196.0,2146.0,2178.0,13200.0
2019-12-02,2177.0,2328.0,2177.0,2243.0,17100.0
2019-12-03,2220.0,2295.0,2200.0,2266.0,12700.0
2019-12-04,2238.0,2244.0,2206.0,2231.0,5400.0
